recipe_name,ingredients_raw,steps,love_count,url,category,total_ingredients,ingredients_cleaned,total_steps
pepes ikan layang kembung,1/2 kilo ikan kembung/layang(saya isi 6 biji)--2 ikat kemangi--secukupnya daun pisang (kurlep atau digarang di atas kompor)--1/2 kelapa parut yg masih muda--3 buah tahu putih--bahan bumbu halus--tomat hijau potong2--15 biji cabe rawit--3 biji cabe keriting--3 biji kemiri--6 siung bawang merah--3 siung bawang putih--2 sdt garam halus--penyedap rasa--1 sdm gula putih--1 ruas kunyit--,"1) siapi ikan yg siap di buat pepes
2) daun pisang yg sudah di garang nantinya layu dan harus di lap ya
3) petiki kemangi cuci.kemudian haluskan bumbu
4) masukkan semua bahan aduk jadi 1,termasuk tahu ya dipenyet2..cek rasa
5) kemudian wadahi pada daun straples ujung2nya
6) kukus sekitar 15-30 menit..
7) boleh setelah dikukus di panggang diatas teplon atau langsung disajikan ya..selamat mencoba",9,https://cookpad.com/id/resep/4219233-pepes-ikan-layangkembung,ikan,16,"kilo ikan kembung layang isi biji , kemangi , daun pisang kurlep digarang atas kompor , kelapa parut muda , tahu putih , bumbu halus , tomat hijau potong , biji cabe rawit , biji cabe keriting , kemiri , bawang merah , bawang putih , garam halus , penyedap , gula putih , kunyit",7
kare sapi krecek,1 bks bumbu kare indofood 🍯--250 gr daging sapi 🥓--2 siung bawang merah 🍒--sesuai selera kerupuk kulit 🐄--secukupnya minyak goreng 🥃--400 ml air 💦--,"1) iris pipih daging, saya punya kerupuk kulit nya masih mentah jadi sy goreng dulu.
2) tumis bumbu jadi sampai haru, masukkan daging dan krecek lalu masak hingga daging empuk. sangat mudah.",9,https://cookpad.com/id/resep/3795729-kare-sapi-krecek,sapi,6,"bumbu kare indofood , daging sapi 🥓 , bawang merah , kerupuk kulit , minyak goreng 🥃 , air",2
pan fry salmon with chili basil sauce,"500 gram (2 pcs) steak salmon--1 buah jeruk nipis/lemon--20 lembar (segenggam) daun kemangi--8 siung bawang putih--2 buah tomat--4 siung bawang merah--2 buah cabai merah besar--8 buah cabai rawit / sesuai selera--2 butir kemiri--secukupnya garam, merica & gula--","1) marinade ikan dengan taburi air jeruk nipis, garam dan merica pada seluruh permukaan ikan
2) rebus sebentar semua bahan bumbu (bawang merah, bawang putih, cabai, tomat) angkat dan tiriskan
3) blender halus bumbu yang sudah direbus (ngulek lebih baik)
4) tambahkan garam dan kemiri
5) masukkan daun kemangi pada sambal yang sudah di blend / ulek.
6) panaskan teflon/grill dengan api sedang.
7) pan fry steak salmon hingga setengah matang (sesuai keinginan) -/+ 30 detik), sisihkan di piring saji.
8) sambal yang sudah di blender di tumis lagi sebentar -/+ 1 menit untuk menghilangkan kadar air yang keluar banyak dari tomat.
9) sajikan ikan di siram dengan sambal kemangi nya.",9,https://cookpad.com/id/resep/4225848-pan-fry-salmon-with-chili-basil-sauce,ikan,10,"steak salmon , jeruk nipis lemon , daun kemangi , bawang putih , tomat , bawang merah , cabai merah , cabai rawit , kemiri , garam , merica & gula",9
udang bumbu lombok,200 gr udang--putih telur rebus potong2--3 biji lombok merah besar--3 biji lombok kecil--5 siung bawang merah--2 cm jahe--1 sdm lemon--1 sdm mentega--1/2 sdt terasi--gula garam--,"1) buang kepala udang cuci bersih. tambahkan air jeruk lemon diamkan 5 menit.
2) haluskan bumbu dan tumis dengan mentega hingga harum, tambahkan air secukupnya.
3) masukkan udang dan putih telur yg sdh dipotong2.
4) masukkan gula garam dan tes rasa
5) masak hingga air tinggal sedikit.
6) angkat dan sajikan",9,https://cookpad.com/id/resep/4020292-udang-bumbu-lombok,udang,10,"udang , putih telur rebus potong , biji lombok merah , biji lombok , bawang merah , jahe , lemon , mentega , terasi , gula garam",6
sayur touge tahu matang,1 bungkus touge--6 buah tahu matang coklat--bumbu:--4 siung bawang merah--3 siung bawang putih--3 buah cabe rawit--1 buah cabe merah besar--garam--gula--penyedap--merica bubuk--saos raja rasa--kecap manis--daun seledri--,"1) cuci bersih touge
2) potong2 tahu coklatnya sesuai selera
3) cincang bumbu
4) panaskan minyak, tumis bumbu sampai harum
5) tambahkan sedikit air
6) masukkan gula garam kecap manis merica bubuk penyedap saos raja rasa
7) masukkan touge dan tahu
8) tambahkan air sesuai selera
9) tunggu sampai mendidih tambahkan daun seledri
10) test rasa
11) sayur touge tahu siap dinikmati",9,https://cookpad.com/id/resep/4316015-sayur-touge-tahu-matang,tahu,14,"touge , tahu matang coklat , bumbu , bawang merah , bawang putih , cabe rawit , cabe merah , garam , gula , penyedap , merica bubuk , saos raja , kecap manis , daun seledri",11
bola tahu kornet ham goreng,"300 gram tahu cina, dikukus dan dihaluskan--50 gram kornet sapi (saya pake 1 kaleng kecil kornet)--3 lembar ham, potong kotak2 (resep asli ngak ada)--1 butir telur--2 batang kucai, diiris halus (saya pake 1 batang daun bawang)--secukupnya garam--secukupnya merica--secukupnya gula pasir--1 sdt makan tepung sagu--","1) campur tahu, kornet, kucai, telur, garam, merica, gula, dan tepung sagu. aduk rata.
2) sendokkan adonan bentuk bulat.
3) goreng dalam minyak yang sudah dipanaskan di atas api sedang sampai matang.",9,https://cookpad.com/id/resep/4305354-bola-tahu-kornet-ham-goreng,tahu,9,"tahu cina , dikukus dihaluskan , kornet sapi pake kaleng kornet , ham , potong kotak resep asli ngak , telur , batang kucai , diiris halus pake batang daun bawang , garam , merica , gula pasir , makan tepung sagu",3
sop bola udang kaldu udang,"700 gr udang ukuran sedang--kaldu:--1500 ml air--kulit dan kepala udang--bola2 udang:--450 gr udang kupas--4 sdm tepung tapioka--1/2 sdt bawang putih halus--1 sdt bawang goreng--secukupnya garam dan merica--bahan sop:--1 buah bawang bombay ukuran kecil--1 sdt bawang putih halus--3 cm jahe digeprek--1 buah wortel ukuran sedang potong2 sesuai selera--1,5 ons buncis potong sesuai selera--secukupnya garam dan merica--2 buah kaldu blok--secukupnya daun bawang dan daun sop--1 sdm minyak wijen--","1) bersihkan udang, pisahkan dari kepala dan kulit, kasih perasab jeruk nipis, sisihkan. dari 700gr udang jadi 450gr udang kupas
2) kaldu: cuci bersih kepala dan kulit udang, tiriskan.
3) sangrai kulit dan kepala udang dengan sedikit minyak sampai berubah warna dan harum. pindahkan kedalam panci tambahkan 1500ml air masak dengan api kecil untuk mendapatkan kaldu udang.. jangan lupa untuk angkat buih yg muncul pada saat proses bikin kaldu. masak kurleb 1 jam, matikan api, saring air kaldu pisahkan dari kulit dan kepala. sisihkan.
4) bola2 udang: blender udang kupas sampai halus. tambahkan 1/2sdt bawang putih, 1sdt bawang goreng, garmer secukupnya dan tepung tapioka. aduk rata.
5) bikin bola2 dengan menggunakan 2 buah sendok, goreng dengan api sedang, sisihkan.
6) tumis bawang bombay, bawang putih halus dan jahe geprek sampai harum dan layu. masukan tumisan bawang kedalam panci yg berisikan kaldu udang.
7) nyalakan kompor, masukan wortel masak sampai agak lunak. masukan buncis, masak sampai semua sayuran lunak. tambahkan bola2 udang, masukan kaldu blok juga garam dan merica koreksi rasa.
8) matikan kompor, masukan irisan daun sop dan daun bawang, kemudian masukan minyak wijen, aduk rata. sop bola2 udang siap dinikmati.
9) bisa ditambahkan tahu cina dipotong kotak2. pakai udang segar untuk mendapatkan rasa kaldu yg manis dan gurih. kalo suka bisa ditambahkan perasan jeruk sambel pas mau makan.",9,https://cookpad.com/id/resep/4396353-sop-bola2-udang-dengan-kaldu-udang,udang,20,"udang , kaldu , air , kulit kepala udang , bola udang , udang kupas , tepung tapioka , bawang putih halus , bawang goreng , garam merica , sop , bawang bombai , bawang putih halus , jahe digeprek , wortel potong , buncis potong , garam merica , kaldu blok , daun bawang daun sop , minyak wijen",9
ikan mas goreng,1 ekor ikan mas--1/2 bh jeruk nipis--2 bh bawang putih--ketumbar bubuk--sedikit kunyit--garam--minyak untuk menggoreng--,"1) bersihkan ikan, kemudian beri perasan jeruk nipis, sisihkan
2) ulek semua bumbu sampai halus
3) cuci bersih ikan,lumuri dg bumbu yg telah di haluskan
4) goreng dalam minyak panas hingga matang",9,https://cookpad.com/id/resep/4376624-cuma-ikan-mas-goreng,ikan,7,"ikan mas , jeruk nipis , bawang putih , biji ketumbar , kunyit , garam , minyak",4
mangut ikan layur,"1/2 kg ikan layur potong""goreng stngh mateng--1 bks santan instan--1 ltr air/sesuai selera--1 ikat kemangi--1 btg serai geprek--1 ptg lengkuas geprek--1 lbr daun salam--2 lbr daun jeruk--secukupnya cabe rawit untk taburan--secukupnya garam+gula+kaldu bubuk--bumbu halus--4 btr bawang merah--4 btr bawang putih--1/4 sdt merica--1/4 sdt ketumbar--2 cm kunyit goreng sebentar--2 cm jahe--1 ptg kencur--3 btr kemiri--","1) tumis bumbu halus tambahkan serai,lengkuas,daun jeruk dan daun salam.tumis smp harum.
2) masukan air putih aduk rata tunggu smp mendidih masukan santan instan aduk rata.
3) masukan ikan tambahkan gula,garam kaldu bubuk.aduk perlahan""masak smp santan meresap.tes rasa.masukan cabe rawit aduk rata.sesaat sblm di angkat masukan kemangi.siap disajikan.",9,https://cookpad.com/id/resep/4380811-mangut-ikan-layur,ikan,19,"ikan layur potong '' goreng stngh mateng , santan instan , ltr air , kemangi , serai geprek , ptg lengkuas , daun salam , daun jeruk , cabe rawit untk taburan , garam+gula+kaldu bubuk , bumbu halus , bawang merah , bawang putih , merica , ketumbar , kunyit goreng sebentar , jahe , kencur , kemiri",3
bistik sapi empuk memasak daging empuk,1/2 kg daging sapi. potong tipis melebar. cuci. tiriskan--1 butir telur--1 bh bawang bombay--6 sdm kecap manis--5 sdm blueband--secukupnya garam--secukupnya gula--secukupnya kaldu bubuk rasa sapi--2-3 lembar daun pepaya. cuci bersih--bumbu halus--5 siung bawang putih ukuran besar--1 sdt ketumbar--1 sachet ladaku merica bubuk--,"1) masukan daging dalam baskom. tambahkan bumbu halus. kecap. margarin dan 1 butir telur.. aduk hingga bumbu rata
2) alasi mangkok dengan 2 lembar daun pepaya.. letakan daging beserta bumbu diatas daun pepaya. tujuan nya agar daging cepat empuk saat dimasak. saya dapet resep ini dari tetangga saya yg sudah sepuh. dan ini terbukti lhoo
3) kemudian tutup kembali daging dengan selembar daun pepaya. diamkan daging 1-2 jam. saya 1 jam
4) setelah 1 jam. tumis bawang bombay yg sudah di potong memanjang dengan 1 sdm blueband. tumis hingga harum
5) masukan daging beserta bumbu. daun pepaya nya dibuang ya bun..
6) aduk2 hingga berubah warna
7) tambahkan secukupnya air
8) beri garam. gula dan kaldu bubuk rasa sapi. koreksi rasa.
9) masak hingga daging empuk dan kuah mulai mengental
10) taburi dengan bawang goreng... hemmm so yumieee. putri saya juga suka",9,https://cookpad.com/id/resep/3362180-bistik-sapi-empuk-dengan-tips-memasak-daging-agar-cepat-empuk,sapi,13,"daging sapi potong tipis melebar tiriskan , telur , bawang bombai , kecap manis , blueband , garam , gula , kaldu bubuk sapi , daun pepaya , bumbu halus , bawang putih , ketumbar , ladaku merica bubuk",10
tumis udang buncis wortel jagung,"100 gram udang (buang kepala)--segenggam buncis--2 buah wortel--1 buah jagung manis--3 siung bawang putih--1 buah bawang bombai kecil--secukupnya saus tiram, garam, gula, lada--","1) cuci bersih udang (buang kepala).sisihkan
2) cuci bersih semua sayur. potong sesuai selera. sisihkan
3) geprek bawang putih. iris bawang bombay. panaskan wajan masukan minyak.tumis bawang putih dan bawang bombay sampai harum.
4) masukan udang, masak sampai berubah warna. lanjut masukan sayuran. tambah sedikit air. masukan semua bumbu. garam gula lada. tes rasa. tutup pake tutup panci agar sayur cepat matang dan warna sayur tetap cerah.angkat
5) siap disajikan",9,https://cookpad.com/id/resep/3926829-tumis-udang-buncis-wortel-jagung,udang,7,"udang buang kepala , buncis , wortel , jagung manis , bawang putih , bawang bombai , saus tiram , garam , gula , lada",5
goreng tempe tepung kuning,tempe--tepung terigu--bawang putih--cabai rawit orange--kunyit--daun bawang--garam--penyedap rasa--minyak goreng--,"1) tempe diiris tipis.
2) bawang putih, cabai rawit. kunyit dan garam di haluskan
3) daun bawang diiris tipis
4) masukan bumbu halus kedalam tepung terigu bersama daun bawang, beri air secukupnya. aduk hingga rata.
5) tempe dimasukan kedalam adonan.
6) goreng dalam minyak yang telah panas dengan api yang tidak terlalu besar agar masak secara merata.
7) angkat kemudian tiriskan.",9,https://cookpad.com/id/resep/4284225-goreng-tempe-tepung-kuning,tempe,9,"tempe , tepung terigu , bawang putih , cabai rawit orange , kunyit , daun bawang , garam , penyedap , minyak goreng",7
cireng nasi tempe pedas,15 siung bawang putih--7 siung bawang merah--1 ons cabe rawit--secukupnya merica--2 sdm ketumbar--secukupnya garam--secukupnya gula--secukupnya penyedap rasa--1 piring nasi--1 papan tempe--daun bawang (saya beli 5rb)--750 gram tepung kanji--250 gram tepung bumbu serbaguna--air kaldu ayam--,"1) blender nasi, tempe, bawang merah, bawang putih, cabe rawit, air kaldu, gula, garam, ketumbar, merica, dan penyedap rasa.
2) campur dengan tepung kanji, tepung serbaguna, dan daun bawang.
3) uleni hingga merata. tes rasa.
4) bentuk sesuai keinginan. agar tidak lengket balut dengan campuran sisa tepung kanji dan tepung serbaguna.
5) bisa langsung digoreng atau disimpan di freezer.
6) siap dihidangkan.
7) semoga bermanfaat.",9,https://cookpad.com/id/resep/4052061-cireng-nasi-tempe-blender-pedas-tanpa-biang,tempe,14,"bawang putih , bawang merah , cabe rawit , merica , ketumbar , garam , gula , penyedap , piring nasi , papan tempe , daun bawang , tepung kanji , tepung bumbu , air kaldu ayam",7
telur ceplok teri bumbu merah,6 butir telur diceplok--2 sendok makan teri medan digoreng--3 lembar daun jeruk--1 lembar daun salam--bumbu diulek halus :--5 buah cabe merah--3 siung bawang putih--5 siung bawang merah--3 butir kemiri sangrai--1 buah tomat--1 sendok teh gula--garam secukupnya jika perlu--,"1) telur diceplok satu2 tiriskan. teri digoreng pake sedikit minyak bekas ceplok. tiriskan & jangan buang minyaknya. dipakai untuk tumis bumbu.
2) tumis bumbu ulek dengan minyak bekas goreng teri, masukkan daun jeruk & daun salam hingga harum. beri gula pasir.
3) masukkan teri goreng & telur ceplok.
4) aduk rata & tes rasa. masak hingga bumbu meresap.
5) siap disajikan dengan taburan bawang daun.",9,https://cookpad.com/id/resep/4445777-telur-ceplok-teri-bumbu-merah-ala-fe,telur,12,"telur diceplok , teri medan digoreng , daun jeruk , daun salam , bumbu diulek halus , cabe merah , bawang putih , bawang merah , kemiri , tomat , gula , garam",5
mie ayam kuuhh,1/2 ekor ayam bagian dada (potong kecil)--1/4 ceker ayam (buat tambah2)--bawang merah--bawang putih--1 bawang bombay (iris sedeng)--lada bubuk/merica--kemiri--ketumbar--kunyit--jahe--garam + penyedap royco--gula pasir + gula jawa--air--daun salam + daun jeruk--sereh (geprek)--lengkuas/laos (geprek)--pelengkap ;--mie keriting--sawi hijau--daun bawang--bawang goreng--kecap manis--saos extra hot--sambel rawit--tambahan toping ;--telor puyuh--bakso--pangsit--,"1) awal mula tumis bawang bombay dulu..trus semua bumbu dapur yg sudah di uleg sampai halus sy campurkan.. (tumis dengan minyak goreng + tambahan blue band sedikit..)
2) setelah harum wangi masukan sereh/lengkuas/daun salam/daun jeruk..
3) masukan ayam dada + ceker..aduk2 sampai semua tercampur..
4) tambahkan air..lalu masukan gula pasir/garem/royco/lada bubuk..tutup masak hingga setengah mateng..
5) lalu masukan gula jawa dan kecap manis..masak lagi hingga matang.
6) mie keriting di rebus di air yg mendidih bersamaan dgn sawi hijau..sebentar saja lalu angkat..
7) tambahkan deh ayam nya yg sudah matang,daun bawang iris,bawang goreng merah..
8) tinggal tambah2 kecap/ sambel rawit/saos pedaass
9) sesuai selera taburan pangsit, masuk2 bakso,telor puyuh,ceker ayam hihi..",9,https://cookpad.com/id/resep/4413043-mie-ayam-kuuhh,ayam,28,"ayam dada potong , ceker ayam , bawang merah , bawang putih , bawang bombai sedeng , lada merica , kemiri , ketumbar , kunyit , jahe , garam + penyedap royco , gula pasir + gula jawa , air , daun salam + daun jeruk , serai geprek , lengkuas laos geprek , pelengkap , mie keriting , sawi hijau , daun bawang , bawang goreng , kecap manis , saos extra hot , sambel rawit , tambahan toping , telor puyuh , bakso , pangsit",9
sate telur gulung telur gulung,2 telur ayam--50 ml susu uht--tusuk sate--secukupnya garam--minyak goreng--,"1) masukan telur, garam dan susu uht, kedalam mangkuk
2) kocok hingga tercampur rata
3) jika sudah tercampur semua, siapkan tusuk sate
4) panaskan minyak, usahakan minyaknya agak banyak ya
5) jika sudah panas, masukan kocokan telur tadi sedikit-sedikit
6) siapkan tusuk sate, lalu putar-putar telur agar menempel di tusuk satenya, supaya minyaknya keluar pada saat menggulung sedikit ditekan ya, di pinggir pengorengan
7) jadi deh... gampangkan, dijamin sikecil makannya lahap",9,https://cookpad.com/id/resep/4283930-sate-telur-gulung-telur-gulung,telur,5,"telur ayam , susu uht , tusuk sate , garam , minyak goreng",7
rolade bakso udang,1 bungkus bakso udang--2 butir telur (kuning nya saja)--2 sendok makan tepung terigu--5 sendok makan tepung roti--1/2 sendok teh garam--olive oil (untuk menggoreng)--,"1) rebus bakso udang dengan sedikit tambahan garam. (tiriskan)
2) kocok kuning telur dan tepung terigu secara bersamaan dan tambahkan sedikit garam.
3) panas kan 1 sendok teh minyak olive oil dalam teflon, tuangkan adonan kuning telur + terigu, buat seperti telur dadar. (buat sesuai kebutuhan dan tiriskan)
4) masukan bakso udang yang sudah direbus ke dalam telor dadar, gulung hingga membentuk tabung silinder.
5) celupkan rolade bakso udang yang sudah dibentuk kedalam kuning telur dan tepung roti.
6) goreng rolade bakso udang yang sudah dilumuri tepung roti dalam api sedang dan minyak yg tidak terlalu banyak. (sajikan ).",9,https://cookpad.com/id/resep/3870385-rolade-bakso-udang,udang,6,"bakso udang , telur kuning nya , tepung terigu , tepung roti , garam , olive oil",6
minyak udang,250 gr kepala dan kulit udang--2 siung bawang putih--secukupnya minyak goreng--,"1) bawang putih memarkan, cincang halus.
2) panaskan minyak.
3) masukkan kepala dan kulit udang serta bawang putih.
4) goreng hingga kecoklatan. tunggu minyak agak dingin baru masukkan ke dalam toples kaca.",9,https://cookpad.com/id/resep/4422512-minyak-udang,udang,3,"kepala kulit udang , bawang putih , minyak goreng",4
tumis kambing suwir,500 gram daging kambing--1 buah bawang bombay iris halus--3 buah cabe merah kriting iris bulat--3 buah cabe rawit kriting iris bulat--2 buah bawang putih iris tipis--1 sdt garam--1 sdm saus tiram--1 sdm kecap manis--3 sdm minyak goreng--20 ml air--bumbu yg dihaluskan :--1 sdt ketumbar--1 sdt merica butiran--1 cm jahe--1 cm kunyit--1 cm lengkuas--3 butir bawang merah--2 butir bawang putih--1 sdm garam--,"1) cuci bersih daging kambing, stelah itu daging direbus bersama bumbu halus dalam panci presto utk membuang lemak dan baunya. selama 30 mnt. setelah dingin, suwir suwir daging kambing yg sudah direbus.
2) tumis bawang bombay dan bawang putih hingga layu, kemudian masukkan irisan cabe (bila suka pedas, cabe boleh ditambah). kemudian masukkan daging kambing yg sdh disuwir2, tambahkan saus tiram, kecap manis, garam dan air. aduk sampe bumbu tercampur rata.
3) tumis daging kambing suwir, siap dihidangkan dg nasi hangat",9,https://cookpad.com/id/resep/3283253-tumis-kambing-suwir,kambing,19,"daging kambing , bawang bombai halus , cabe merah kriting bulat , cabe rawit kriting bulat , bawang putih tipis , garam , saus tiram , kecap manis , minyak goreng , air , bumbu dihaluskan , ketumbar , merica butiran , jahe , kunyit , lengkuas , bawang merah , bawang putih , garam",3
pizza beef corn,》》bahan dough--250 gr terigu (me segitiga biru)--10 gr susu bubuk (skip)--1/2 sdt garam halus--1 sdt ragi instan (me; fermipan)--1 sdm gula pasir--1 butir telur--1 gelas belimbing air hangat (suhu ruang)--2 sdm margarin (me; blueband)--♡topping beef corn--bawang bombay iris serong--jagung manis (pipil)--potong dadu paprika--parut keju cheddar--saus sambal--mayonaise--100 gr daging sapi (bisa jg pke smoke beef) iris tipis--5 siung bawang merah--2 siung bawang putih--1 btg kecil kayu manis--2 sdm saus tiram--1 sdt kaldu sapi--1/2 sdt gula--2 lbr daun jeruk--2 buah cabai hijau besar--2 sdm minyak untuk menumis--1 bh tomat potong dadu--1 gls air--sckup ny lada bubuk--,"1) larutkan ragii dg air hangat, diamkan sebentar sampai berbuih. (tanda ny ragii aktip)
2) kocok lepas telur, dalam wadah kering campurkan terigu, garam dan susu bubuk, buat lubang d tengah masukkan telur lalu aduk dg spatula (sendok kayu). tuang ragi perlahan aduk sampai adonan tercampur rata, uleni dg tangan smpe kalis. terakhir masukkan margarin cair scra perlahan kmudian ulenii kembali smpai adonan kalis (tdk lengket d tgn).
3) tutup adonan dg serbet bersih diamkan krg lbh 20 - 30 mnt smpai mengembang.
4) sambil nunggu adonan mengembang, buat saus untuk topping ny. panas kan minyak, tumis duo bawang smpai harum tuang air, beri tomat garam, kayu manis, daun jeruk, gula dan kaldu sapi lalu aduk. masukkan daging yg sblm ny sudah d rebus agar empuk. beri saus tiram dan lada bubuk, aduk merara. koreksi rasaa, angkat.sisihkan.
5) ambil adonan dough yg sudah mengembang, bagi dough menjdi 2. cocok tuk loyang uk. 20 - 22 cm
6) tusuk""dg garpu adonan yg telah d pipihkan. olesi margarin cair tipis"", saus cabe, mayonaise. tambahkan daging sapi dan jagung pipil, bawang bombay dan potongan paprika.taburkan keju d atas ny
7) panaskan oven tangkring terlbh dahulu. lalu panggang krg lbh 20 - 25 mnt. kenali otang masing"". tusuk pizza dg garpu jika tidak lengket tanda ny sudah matang.
8) angatt, klrkan dr loyang.siap sajikan, beri mayonaise dan tambahan saus sambal sesuai selera yaa..",9,https://cookpad.com/id/resep/3625371-pizza-beef-corn-homemade,sapi,29,"dough , terigu me segitiga biru , susu bubuk , garam halus , ragi instan me fermipan , gula pasir , telur , belimbing air hangat suhu ruang , margarin me blueband , topping beef corn , bawang bombai serong , jagung manis pipil , potong dadu paprika , parut keju cheddar , saus sambal , mayonaise , daging sapi jg pke smoke beef tipis , bawang merah , bawang putih , btg kayu manis , saus tiram , kaldu sapi , gula , daun jeruk , cabai hijau , minyak menumis , tomat potong dadu , gls air , sckup ny lada",8
telur gulung sate telur,1 butir telur--3 sdm air--sejumput garam--bila suka bisa ditmbh penyedap atau merica--tusuk sate--,"1) kocok telur, garam dan air sampai rata
2) siapkan wajan dg minyak yg agak banyak dan panaskan (minyak hrs bner2 panas)
3) jika minyak sdh panas tuangkan satu sendok sup kecil telur ke wajan, dan gulung dg lidi.
4) tunggu sebentar sampai telur agak garing. (ulangi hingga adonan habis) kemudian angkat dan sajikan",9,https://cookpad.com/id/resep/4265760-telur-gulung-sate-telur,telur,5,"telur , air , sejumput garam , suka ditmbh penyedap merica , tusuk sate",4
comro tempe hot,1 buah singkong besar..kupas..cuci bersih lalu parut--1 sdm mentega--2 papan tempe...klu disini tempenya besarnya seperti telapak--1 buah sereh geprek--1 lembar daun jeruk--1 batang daun bawang iris halus--penyedap--gula sdkt--garam--bumbu halus :--6 buah bawang merah--4 buah bawang putih--1/2 sdt  merica--6 buah cabe keriting--10 buah cabe rawit--,"1) iris tempe jd 5 bagian perpapannya..lalu goreng sampai coklat...angkat lalu ulek agak halus..
2) panaskan wajan..beri minyak...lalu tumis bumbu halus...masukan..sereh..n daun jeruk...aduk2 sampai wangi...masukan garam..penyedap atau gula
3) lalu masukan tempe aduk2 sampai bumbu tercampur... terakhir masukan daun bawang...koreksi rasa.. angkat
4) singkong parut di beri mentega 1 sdm...aduk2 rata... lalu ambil sedikit singkong parut...pipihkan...beri isian diatasnya...lalu bentuk sesuai selera...lakukan sampai singkong habis
5) setelah it comro di goreng di minyak panas...angkat jika sdh kecoklatan..",9,https://cookpad.com/id/resep/4365568-comro-tempe-hot,tempe,15,"singkong besarkupascuci parut , mentega , papan tempeklu tempenya besarnya telapak , serai geprek , daun jeruk , batang daun bawang halus , penyedap , gula sdkt , garam , bumbu halus , bawang merah , bawang putih , merica , cabe keriting , cabe rawit",5
telur dadar jelita,1 butir telur ayam--1 sdm daun bawang iris halus--1 sdm kol iris halus--1 sdm tomat merah iris tipis--1 buah cabe merah iris halus--1 buah bawang merah iris tipis--1 sdm kecap manis--sejumput garam dan penyedap rasa--,1) campur semua bahan kocok lepas hingga rata. goreng telur hingga matang dengan api sedang supaya tidak cepat gosong. angkat dan sajikan dengan nasi putih hangat.,9,https://cookpad.com/id/resep/4002281-telur-dadar-jelita,telur,8,"telur ayam , daun bawang halus , kol halus , tomat merah tipis , cabe merah halus , bawang merah tipis , kecap manis , sejumput garam penyedap",1
ayam garang asem,1 ekor ayam kampung (potong 12)--6 buah tomat hijau--10 siung bawang merah--10 siung bawang putih--10 cabai merah--10 cabai rawit merah--2 lembar daun salam--2 lembar daun jeruk--2 ruas lengkoas--2 ruas jahe--1 batang sereh--penyedap rasa--1 bks santen (kara)--1 1/2 gelas air--daun pisang--,"1) cuci ayam sampai bersih, dan tiriskan. lalu taburi dengan garam + jeruk (cuka) diamkan selama 10 menit biar gak bau amis
2) iris bawang merah, bawang putih, cabe. dan tomat hijau di potong menjadi 4 bagian. lalu untuk lengkoas, jahe dan sereh di geprek saja.
3) masukan ke dalam wadah, ayam dan seluruh bumbu. tapi sebelum di masukin, wadah di lapisi daun pisang dulu kemudian plastik kiloan (gunanya agar nanti air tidak tembus ke bawah) dan di lapisin lagi daun pisang (gunanya biar aroma makin mantap hehehe)
4) setelah semua di masukan ke dalam wadah.. baru lah tuangkan santen di tambahkan 1 1/2 gelas air serta di tambahkan penyedap rasa (kalau saya 2sdt masako rasa ayam, tapi sesuai selera yaa) jangan lupa di aduk biar bumbu semua meresap ke ayamnya (aduk pelan pelan aja)
5) sesudah itu tutup kembali wadah dengan menggunakan daun pisang daaaaaaan kukus deh selama 60 menit.
6) tadaaaaaaa jadi deeeeeehh.... makannya pake nasi panas + kerupuk hehehehehe",9,https://cookpad.com/id/resep/1882098-ayam-garang-asem,ayam,15,"ayam kampung potong , tomat hijau , bawang merah , bawang putih , cabai merah , cabai rawit merah , daun salam , daun jeruk , lengkoas , jahe , serai , penyedap , santen kara , air , daun pisang",6
sum sapi cabai hijau,sum2 sapi kukus--bawang merah--bawang putih--secukupnya garam--ukuran kecil bawang bombay--cabal hijau--1 tomat apel kecil--,"1) iris halus semua bumbu
2) potong dadu sum2 sapinya
3) tumis semua bawang dulu..kalau sdh harum masukkan cabai hijau
4) masukkan sumsum sapinya, tumis hingga matang
5) terakhir masukkan garam lalu tomat
6) beri sedikit royco sapi jika suka
7) angkat dan siap disajikann",9,https://cookpad.com/id/resep/3782087-sum2-sapi-cabai-hijau,sapi,7,"sum sapi kukus , bawang merah , bawang putih , garam , bawang bombai , cabal hijau , tomat apel",7
salmon saus pedas manis,"fillet salmon--1 buah kentang--1/2 bawang bombai--3 siung bawang putih--2 siung bawang merah--3 biji cabai--1 buah tomat--secukupnya gula, garam merica, saus tiram--daun bawang--","1) taburi salmon sengan merica dan garam digireng dg api kecil sampai matang
2) kentang dipotong potong digoreng smpai matang
3) semua bumbu dihaluskan digoreng samai matang dan disajikan senyan kentang goreng dan salmon",9,https://cookpad.com/id/resep/4222726-salmon-saus-pedas-manis,ikan,9,"fillet salmon , kentang , bawang bombai , bawang putih , bawang merah , biji cabai , tomat , gula , garam merica , saus tiram , daun bawang",3
